category,volume,issue,date,link
SCIENTIFIC AMERICAN,313,3,September 2015,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=82C5FC72-CBA6-4792-9FB888D0829C04DD
SCIENTIFIC AMERICAN MIND,26,5,September 2015,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C42A2CF1-0C37-45D7-BF95F8A0CE12CFC0
SCIENTIFIC AMERICAN,313,2,August 2015,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=441C7433-7702-43B2-A3620FEED9BDC6B9
SCIENTIFIC AMERICAN,313,1,July 2015,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=6D3DDD35-BBA2-4B9E-A096E53787077AFA
SCIENTIFIC AMERICAN MIND,26,4,July 2015,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=64D54098-2BFC-48FC-B4545F1AC005BF6F
SCIENTIFIC AMERICAN,24,2s,June 2015,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=D4702276-D5CA-4129-95F7B1E262968769
SCIENTIFIC AMERICAN,312,6,June 2015,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=441EA6D2-5914-4AD8-B2FEBDD6DD2C69B1
SCIENTIFIC AMERICAN,312,5,May 2015,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C34A23CC-E1F8-43C3-AE7D5BF7BC29254C
SCIENTIFIC AMERICAN MIND,26,3,May 2015,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=FF962EBC-E4CF-4DBA-9FE7F59604292E55
SCIENTIFIC AMERICAN,312,4,April 2015,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=6B36EBE5-DD8E-411B-A730E2911929D2D8
SCIENTIFIC AMERICAN,24,1s,March 2015,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=2257FF3C-9105-4C09-92D7807762FA8B56
SCIENTIFIC AMERICAN,312,3,March 2015,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=CA2FBE84-2294-46D8-825FBE2644ADE81C
SCIENTIFIC AMERICAN MIND,26,2,March 2015,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=0B2CD49B-E068-4375-9CED69D3CBCE0165
SCIENTIFIC AMERICAN,312,2,February 2015,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=752DE46D-385A-4EF5-B544CBC9337C37C3
SCIENTIFIC AMERICAN MIND,23,5s,January 2015,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=985865F8-DC24-4B0C-9414B66DFCF79B89
SCIENTIFIC AMERICAN MIND,26,1,January 2015,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C10A53A7-2DFF-4945-BF7A593EF2C3037C
SCIENTIFIC AMERICAN,312,1,January 2015,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=DEF4A8E8-ACBA-4536-8452E47D92DBEE21
SCIENTIFIC AMERICAN,311,6,December 2014,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A707BB7D-3E1A-4948-903787C3E09AE190
SCIENTIFIC AMERICAN MIND,25,6,November 2014,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=CDB79E58-7D76-4118-A49479F394A042B6
SCIENTIFIC AMERICAN,311,5,November 2014,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=B9F4FE6D-1C59-43B5-9C550375DC549D25
SCIENTIFIC AMERICAN,311,4,October 2014,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=81B8549B-FE20-4D27-BA707F99F62CC300
SCIENTIFIC AMERICAN,311,3,September 2014,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=398C9F64-CE01-410D-87141883A0F65CAA
SCIENTIFIC AMERICAN MIND,25,5,September 2014,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C22FA83A-F6E6-45E3-8CB4718CECF69E9F
SCIENTIFIC AMERICAN,23,3s,August 2014,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A74ED937-5E3C-470C-B1535BE8E41CF311
SCIENTIFIC AMERICAN,311,2,August 2014,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E134AE08-A227-434F-9239B780B31F02FA
SCIENTIFIC AMERICAN,311,1,July 2014,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=3BD42F0C-11C2-4DBE-91721EA8EF2D7CE0
SCIENTIFIC AMERICAN MIND,25,4,July 2014,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=CC581E39-20D7-4174-966811C58C238081
SCIENTIFIC AMERICAN,310,6,June 2014,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=2E336031-89AD-4994-B9C1F4171BC98D5D
SCIENTIFIC AMERICAN,310,5,May 2014,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=942DB2CB-9B9B-4DD7-B44A9EDEE96DE6AD
SCIENTIFIC AMERICAN MIND,25,3,May 2014,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=475737E7-DF6E-43FB-96776F205EE0EA7F
SCIENTIFIC AMERICAN,23,2s,May 2014,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1C4426B3-2182-4F5F-ABDE19081DC14879
SCIENTIFIC AMERICAN,310,4,April 2014,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=F4EAA3E4-965B-45FB-993DD7995492AED5
SCIENTIFIC AMERICAN,310,3,March 2014,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1B041C06-5ACD-4644-925678C75D20D13F
SCIENTIFIC AMERICAN MIND,25,2,March 2014,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=264AD04C-6D63-49F9-BC00F26FE134E648
SCIENTIFIC AMERICAN,310,2,February 2014,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E6AD016E-259F-4F65-BAC5E3FD8567AC45
SCIENTIFIC AMERICAN MIND,23,1s,January 2014,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=AD55A596-913C-46AF-9CEE4DD1C09BDC9F
SCIENTIFIC AMERICAN MIND,25,1,January 2014,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C097E8F1-8481-4F88-9EA5EABA4361CA4E
SCIENTIFIC AMERICAN,310,1,January 2014,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C33250D3-EFD8-43E9-91DDFB4690A6236D
SCIENTIFIC AMERICAN,309,6,December 2013,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=616E2177-3261-48DB-BF936DBB9A6F0DC4
SCIENTIFIC AMERICAN MIND,24,5,November 2013,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=41918946-B192-4C61-A5320A3ADF666F96
SCIENTIFIC AMERICAN,309,5,November 2013,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=8B6F4022-DA74-4DD4-8560943425104C9D
SCIENTIFIC AMERICAN,309,4,October 2013,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=EC7F6D1D-08B0-4982-84F16E6008F1228C
SCIENTIFIC AMERICAN MIND,22,3s,September 2013,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=F82B63F3-03BA-4F36-8DEEF9A57C682D54
SCIENTIFIC AMERICAN,309,3,September 2013,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=3BB267D1-C0E3-40D4-922A5C6D8A39652A
SCIENTIFIC AMERICAN MIND,24,4,September 2013,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=B3842317-806A-4384-90062143895F9063
SCIENTIFIC AMERICAN,309,2,August 2013,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=D18B2A34-03A7-435F-BEDCACCD2218FEBA
SCIENTIFIC AMERICAN,309,1,July 2013,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=3365B837-3923-4028-8687185D53978244
SCIENTIFIC AMERICAN MIND,24,3,July 2013,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=936CB768-198C-4DC9-83CD95C6CCF7C426
SCIENTIFIC AMERICAN,22,2s,May 2013,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9ED3A3D4-0BD5-47AF-BE908235C16D6CE0
SCIENTIFIC AMERICAN,308,6,June 2013,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=4672F427-2078-4749-B0105B1924538A54
SCIENTIFIC AMERICAN,308,5,May 2013,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A4C0DEF3-CDFD-4094-BFD8B3960E4954DE
SCIENTIFIC AMERICAN MIND,24,2,May 2013,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=DC70CAC2-5FCD-4BD3-8FE9CD0BD0EB5AC6
SCIENTIFIC AMERICAN,308,4,April 2013,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=473E2909-33B7-4EA3-BA5245203C470B51
SCIENTIFIC AMERICAN,308,3,March 2013,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=17489E30-8077-4DD5-AC91AD937AAA41D5
SCIENTIFIC AMERICAN MIND,24,1,March 2013,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=EAFA2DCA-A72E-4F22-9BEA45227EE79990
SCIENTIFIC AMERICAN,308,2,February 2013,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=0F52C4DC-D585-4E74-A161A76A6CACC379
SCIENTIFIC AMERICAN MIND,23,6,January 2013,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=AB39F849-D916-452D-88BCD79499A4896C
SCIENTIFIC AMERICAN,308,1,January 2013,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=3606731A-6C61-4914-BA369416CDFA3CE9
SCIENTIFIC AMERICAN,307,6,December 2012,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C76BAEF4-E284-4C9D-BA02C2B81F8841F5
SCIENTIFIC AMERICAN,22,1s,December 2012,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=531EF6DE-503D-44D8-ABF310DF2E949799
SCIENTIFIC AMERICAN MIND,23,5,November 2012,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=57035299-7E59-446A-93A7D1D24CDFE96B
SCIENTIFIC AMERICAN,307,5,November 2012,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=B50A14AF-0ADA-4153-BAB7E94E5CAC3EA2
SCIENTIFIC AMERICAN,307,4,October 2012,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=59D76DDD-0610-4811-BB0B2C30A4764B54
SCIENTIFIC AMERICAN,307,3,September 2012,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=051B7110-9DDA-4E78-99D5EF220857DABD
SCIENTIFIC AMERICAN MIND,23,4,September 2012,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=5BB1D1B5-9A77-415D-B2E363C9D431380D
SCIENTIFIC AMERICAN,307,2,August 2012,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9F1D6FB1-0D09-4A48-A4DA4DEDF4660C8B
SCIENTIFIC AMERICAN,307,1,July 2012,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=8BACE6DC-E5D4-4843-B26E9767C580241B
SCIENTIFIC AMERICAN MIND,23,3,July 2012,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=98F16F22-CEBD-46BF-BD89D2DA77B3582A
SCIENTIFIC AMERICAN,306,5,June 2012,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=98416EFA-413A-4BDE-96DD87191C52FA93
SCIENTIFIC AMERICAN MIND,23,2,May 2012,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=D0AAAD82-C3B6-4539-8560501A2258D439
SCIENTIFIC AMERICAN,306,5,May 2012,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=631F6F2A-C66B-4946-BB11A720AD5167AD
SCIENTIFIC AMERICAN MIND,21,2s,May 2012,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=EDC9781F-DF3F-498F-A1B2C96A82B50D15
SCIENTIFIC AMERICAN,306,4,April 2012,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A56ED1EC-1CC7-44BC-B70B71359E5F15B9
SCIENTIFIC AMERICAN,306,3,March 2012,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=B3C900CA-0EB5-4DA3-BD1FD0D264D9B655
SCIENTIFIC AMERICAN MIND,23,1,March 2012,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=CEFD861B-9C45-4D48-8CEE8BD8DDA61D77
SCIENTIFIC AMERICAN,306,1s,January 2012,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E10E26B2-CF37-4D13-8C622ED2E0EB089E
SCIENTIFIC AMERICAN,306,2,February 2012,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=CE1A3190-8425-40CB-A2A749BC04F01479
SCIENTIFIC AMERICAN,306,1,January 2012,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A614A0DA-2E80-4C9D-8B8AB889EDD0AF1F
SCIENTIFIC AMERICAN MIND,22,6,January 2012,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1E222BF8-BF7C-4609-919306293E8A2055
SCIENTIFIC AMERICAN,305,6,December 2011,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9AB2F7FF-66A3-4E71-BDBDA39A16E96AE0
SCIENTIFIC AMERICAN MIND,22,5,November 2011,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=FC428DD6-AF21-411F-98A02EE6AF5DB0AD
SCIENTIFIC AMERICAN,305,5,November 2011,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=02FAAFA9-5E6B-4B65-A8BBD6F7D38F635A
SCIENTIFIC AMERICAN,305,4,October 2011,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=89403116-9C6F-4E58-8116EA0DBEE4599C
SCIENTIFIC AMERICAN MIND,22,4,September 2011,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E3C7B832-6D8E-4BEA-8770063F71A55304
SCIENTIFIC AMERICAN,305,3,September 2011,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=0AE05677-E85C-4D84-A1364973DF47A828
SCIENTIFIC AMERICAN,305,2,August 2011,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=EFE26584-1624-4A90-83E8ECC92439B7F5
SCIENTIFIC AMERICAN MIND,22,3,July 2011,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=DA4F4911-0D66-462D-BA63ADD9E09DF6EB
SCIENTIFIC AMERICAN,305,1,July 2011,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C2C16717-B024-495B-8AAE1745B00B1F36
SCIENTIFIC AMERICAN,304,6,June 2011,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A77FD7EE-4829-4A33-99E827901277C8B3
SCIENTIFIC AMERICAN,304,5,May 2011,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=26B4A064-65A3-4A59-815D3EEB472249C2
SCIENTIFIC AMERICAN MIND,22,2,May 2011,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1E48898F-01F2-4C6C-874DD480C4D122A0
SCIENTIFIC AMERICAN,304,4,April 2011,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=87C0F970-972A-442B-BF3ECE35EF1741F9
SCIENTIFIC AMERICAN MIND,22,1,March 2011,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=398BA694-61FE-4A7A-AA5F04B68531C773
SCIENTIFIC AMERICAN,304,3,March 2011,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=19BDF31B-B5C5-4D57-8BA4FF0416837533
SCIENTIFIC AMERICAN,304,2,February 2011,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=6B1CA778-8A89-446E-B77DB107B4D3B9D4
SCIENTIFIC AMERICAN MIND,21,6,January 2011,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=3060CFF2-A040-4428-B1C780C519F2595F
SCIENTIFIC AMERICAN,304,1,January 2011,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=CF9F351E-BFA1-4069-AC894081FF4B9223
SCIENTIFIC AMERICAN,303,6,December 2010,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=4A121AC7-A4FE-46AB-A014DC30023F8441
SCIENTIFIC AMERICAN MIND,21,5,November 2010,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=3A7AEC66-E9CB-403B-913ED02ED344A799
SCIENTIFIC AMERICAN,303,5,November 2010,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=4CD852FE-F180-424A-95E2DA8FCABB350E
SCIENTIFIC AMERICAN,303,4,October 2010,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C495DE76-9BD2-4B4F-A9FCE60E2E8FF164
SCIENTIFIC AMERICAN MIND,21,4,September 2010,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=029B63F7-D180-44C2-A36698E5A07CD27A
SCIENTIFIC AMERICAN,303,3,September 2010,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=0B034B36-998D-4DE1-A11016E590FBFE99
SCIENTIFIC AMERICAN,303,2,August 2010,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=B23C0FEF-D927-4161-A30752F371F3FA38
SCIENTIFIC AMERICAN MIND,21,3,July 2010,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=6BCBFDFD-0505-429B-AC3D0C19189ADFC5
SCIENTIFIC AMERICAN,303,1,July 2010,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=11D61791-56DF-4C0A-984B53B0A7BFC405
SCIENTIFIC AMERICAN MIND,20,1s,June 2010,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=FD93D873-9FE9-4C49-98831BD59BF65EEE
SCIENTIFIC AMERICAN,302,6,June 2010,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=8D9D7A97-167A-4B25-8394143775D1C907
SCIENTIFIC AMERICAN MIND,21,2,May 2010,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=163B22F4-06BD-49F4-978E849C062FB8DA
SCIENTIFIC AMERICAN,302,5,May 2010,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E1F06041-F2E5-4764-A347950F0F4AFD6A
SCIENTIFIC AMERICAN,302,4,April 2010,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=626659E4-1259-4CFA-8ECD2D9A5B07D3B6
SCIENTIFIC AMERICAN MIND,21,1,March 2010,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=DD549B81-9E11-468A-82C25DE3A1653F71
SCIENTIFIC AMERICAN,302,3,March 2010,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=EA288E42-890D-4550-9AAC27CBFABA7803
SCIENTIFIC AMERICAN,302,2,February 2010,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A6E98568-ACFE-4BF6-9A96491E857EB7FF
SCIENTIFIC AMERICAN,302,1,January 2010,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=0D176C13-8A2B-4554-811A55DAAF0155C2
SCIENTIFIC AMERICAN,301,6,December 2009,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=60E6BBF7-FED3-49CE-A98BD7C73980F6AB
SCIENTIFIC AMERICAN MIND,20,6,November 2009,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=63E1D363-E304-4FC6-86E230AB233CDF61
SCIENTIFIC AMERICAN,301,5,November 2009,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=624593B8-BAED-4CBB-B481F22D8A369284
SCIENTIFIC AMERICAN,301,4,October 2009,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=CB2CA41E-2FEE-4FFB-ACDCBA9AF9F6F5AB
SCIENTIFIC AMERICAN,301,3,September 2009,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=5B5836C3-6630-45C9-A6454224F0CD5124
SCIENTIFIC AMERICAN MIND,20,5,September 2009,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=14E84414-87BC-42F6-B2C9E7E4B6761439
SCIENTIFIC AMERICAN,301,2,August 2009,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E54C2352-DEFB-4920-B7574782981E44C1
SCIENTIFIC AMERICAN MIND,20,4,July 2009,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=81D5C1A7-9C63-4C45-8E27A526A63D3A07
SCIENTIFIC AMERICAN,301,1,July 2009,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=87179D37-DA51-496F-AA4821D5704E72BC
